Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,391,17,P:System.Windows.Forms.RadioButton.Checked,,,,,"if (radioButtonAdjectives.Checked)                  radioButtonAdjectives_CheckedChanged(sender, e);              else if (radioButtonPrepositions.Checked)                  radioButtonPrepositions_CheckedChanged(sender, e);              else if (radioButtonConjunctions.Checked)                  radioButtonConjunctions_CheckedChanged(sender, e);              else if (radioButtonAdverbs.Checked)                  radioButtonAdverbs_CheckedChanged(sender, e);              else if (radioButtonPronouns.Checked)                  radioButtonPronouns_CheckedChanged(sender, e);              else if (radioButtonConstructs.Checked)                  radioButtonConstructs_CheckedChanged(sender, e);              else if (radioButtonParticles.Checked)                  radioButtonParticles_CheckedChanged(sender, e);              else if (radioButtonInterjections.Checked)                  radioButtonInterjections_CheckedChanged(sender, e);              else if (radioButtonEmotionVerbs.Checked)                  radioButtonEmotionVerbs_CheckedChanged(sender, e);              else if (radioButtonEmotionSounds.Checked)                  radioButtonEmotionSounds_CheckedChanged(sender, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,389,17,T:System.Windows.Forms.RadioButton,,,,,"if (radioButtonVerbs.Checked)                  radioButtonVerbs_CheckedChanged(sender, e);              else if (radioButtonAdjectives.Checked)                  radioButtonAdjectives_CheckedChanged(sender, e);              else if (radioButtonPrepositions.Checked)                  radioButtonPrepositions_CheckedChanged(sender, e);              else if (radioButtonConjunctions.Checked)                  radioButtonConjunctions_CheckedChanged(sender, e);              else if (radioButtonAdverbs.Checked)                  radioButtonAdverbs_CheckedChanged(sender, e);              else if (radioButtonPronouns.Checked)                  radioButtonPronouns_CheckedChanged(sender, e);              else if (radioButtonConstructs.Checked)                  radioButtonConstructs_CheckedChanged(sender, e);              else if (radioButtonParticles.Checked)                  radioButtonParticles_CheckedChanged(sender, e);              else if (radioButtonInterjections.Checked)                  radioButtonInterjections_CheckedChanged(sender, e);              else if (radioButtonEmotionVerbs.Checked)                  radioButtonEmotionVerbs_CheckedChanged(sender, e);              else if (radioButtonEmotionSounds.Checked)                  radioButtonEmotionSounds_CheckedChanged(sender, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,389,17,P:System.Windows.Forms.RadioButton.Checked,,,,,"if (radioButtonVerbs.Checked)                  radioButtonVerbs_CheckedChanged(sender, e);              else if (radioButtonAdjectives.Checked)                  radioButtonAdjectives_CheckedChanged(sender, e);              else if (radioButtonPrepositions.Checked)                  radioButtonPrepositions_CheckedChanged(sender, e);              else if (radioButtonConjunctions.Checked)                  radioButtonConjunctions_CheckedChanged(sender, e);              else if (radioButtonAdverbs.Checked)                  radioButtonAdverbs_CheckedChanged(sender, e);              else if (radioButtonPronouns.Checked)                  radioButtonPronouns_CheckedChanged(sender, e);              else if (radioButtonConstructs.Checked)                  radioButtonConstructs_CheckedChanged(sender, e);              else if (radioButtonParticles.Checked)                  radioButtonParticles_CheckedChanged(sender, e);              else if (radioButtonInterjections.Checked)                  radioButtonInterjections_CheckedChanged(sender, e);              else if (radioButtonEmotionVerbs.Checked)                  radioButtonEmotionVerbs_CheckedChanged(sender, e);              else if (radioButtonEmotionSounds.Checked)                  radioButtonEmotionSounds_CheckedChanged(sender, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,387,17,T:System.Windows.Forms.RadioButton,,,,,"if (radioButtonNouns.Checked)                  radioButtonNouns_CheckedChanged(sender, e);              else if (radioButtonVerbs.Checked)                  radioButtonVerbs_CheckedChanged(sender, e);              else if (radioButtonAdjectives.Checked)                  radioButtonAdjectives_CheckedChanged(sender, e);              else if (radioButtonPrepositions.Checked)                  radioButtonPrepositions_CheckedChanged(sender, e);              else if (radioButtonConjunctions.Checked)                  radioButtonConjunctions_CheckedChanged(sender, e);              else if (radioButtonAdverbs.Checked)                  radioButtonAdverbs_CheckedChanged(sender, e);              else if (radioButtonPronouns.Checked)                  radioButtonPronouns_CheckedChanged(sender, e);              else if (radioButtonConstructs.Checked)                  radioButtonConstructs_CheckedChanged(sender, e);              else if (radioButtonParticles.Checked)                  radioButtonParticles_CheckedChanged(sender, e);              else if (radioButtonInterjections.Checked)                  radioButtonInterjections_CheckedChanged(sender, e);              else if (radioButtonEmotionVerbs.Checked)                  radioButtonEmotionVerbs_CheckedChanged(sender, e);              else if (radioButtonEmotionSounds.Checked)                  radioButtonEmotionSounds_CheckedChanged(sender, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,387,17,P:System.Windows.Forms.RadioButton.Checked,,,,,"if (radioButtonNouns.Checked)                  radioButtonNouns_CheckedChanged(sender, e);              else if (radioButtonVerbs.Checked)                  radioButtonVerbs_CheckedChanged(sender, e);              else if (radioButtonAdjectives.Checked)                  radioButtonAdjectives_CheckedChanged(sender, e);              else if (radioButtonPrepositions.Checked)                  radioButtonPrepositions_CheckedChanged(sender, e);              else if (radioButtonConjunctions.Checked)                  radioButtonConjunctions_CheckedChanged(sender, e);              else if (radioButtonAdverbs.Checked)                  radioButtonAdverbs_CheckedChanged(sender, e);              else if (radioButtonPronouns.Checked)                  radioButtonPronouns_CheckedChanged(sender, e);              else if (radioButtonConstructs.Checked)                  radioButtonConstructs_CheckedChanged(sender, e);              else if (radioButtonParticles.Checked)                  radioButtonParticles_CheckedChanged(sender, e);              else if (radioButtonInterjections.Checked)                  radioButtonInterjections_CheckedChanged(sender, e);              else if (radioButtonEmotionVerbs.Checked)                  radioButtonEmotionVerbs_CheckedChanged(sender, e);              else if (radioButtonEmotionSounds.Checked)                  radioButtonEmotionSounds_CheckedChanged(sender, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,385,12,T:System.Windows.Forms.RadioButton,,,,,"if (radioButtonAll.Checked)                  radioButtonAll_CheckedChanged(sender, e);              else if (radioButtonNouns.Checked)                  radioButtonNouns_CheckedChanged(sender, e);              else if (radioButtonVerbs.Checked)                  radioButtonVerbs_CheckedChanged(sender, e);              else if (radioButtonAdjectives.Checked)                  radioButtonAdjectives_CheckedChanged(sender, e);              else if (radioButtonPrepositions.Checked)                  radioButtonPrepositions_CheckedChanged(sender, e);              else if (radioButtonConjunctions.Checked)                  radioButtonConjunctions_CheckedChanged(sender, e);              else if (radioButtonAdverbs.Checked)                  radioButtonAdverbs_CheckedChanged(sender, e);              else if (radioButtonPronouns.Checked)                  radioButtonPronouns_CheckedChanged(sender, e);              else if (radioButtonConstructs.Checked)                  radioButtonConstructs_CheckedChanged(sender, e);              else if (radioButtonParticles.Checked)                  radioButtonParticles_CheckedChanged(sender, e);              else if (radioButtonInterjections.Checked)                  radioButtonInterjections_CheckedChanged(sender, e);              else if (radioButtonEmotionVerbs.Checked)                  radioButtonEmotionVerbs_CheckedChanged(sender, e);              else if (radioButtonEmotionSounds.Checked)                  radioButtonEmotionSounds_CheckedChanged(sender, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,385,12,P:System.Windows.Forms.RadioButton.Checked,,,,,"if (radioButtonAll.Checked)                  radioButtonAll_CheckedChanged(sender, e);              else if (radioButtonNouns.Checked)                  radioButtonNouns_CheckedChanged(sender, e);              else if (radioButtonVerbs.Checked)                  radioButtonVerbs_CheckedChanged(sender, e);              else if (radioButtonAdjectives.Checked)                  radioButtonAdjectives_CheckedChanged(sender, e);              else if (radioButtonPrepositions.Checked)                  radioButtonPrepositions_CheckedChanged(sender, e);              else if (radioButtonConjunctions.Checked)                  radioButtonConjunctions_CheckedChanged(sender, e);              else if (radioButtonAdverbs.Checked)                  radioButtonAdverbs_CheckedChanged(sender, e);              else if (radioButtonPronouns.Checked)                  radioButtonPronouns_CheckedChanged(sender, e);              else if (radioButtonConstructs.Checked)                  radioButtonConstructs_CheckedChanged(sender, e);              else if (radioButtonParticles.Checked)                  radioButtonParticles_CheckedChanged(sender, e);              else if (radioButtonInterjections.Checked)                  radioButtonInterjections_CheckedChanged(sender, e);              else if (radioButtonEmotionVerbs.Checked)                  radioButtonEmotionVerbs_CheckedChanged(sender, e);              else if (radioButtonEmotionSounds.Checked)                  radioButtonEmotionSounds_CheckedChanged(sender, e);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,377,12,T:System.Windows.Forms.CheckBox,,,,,if (checkBoxPastalie.Checked)              {                  noPastalie = true;              }              else              {                  noPastalie = false;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,377,12,P:System.Windows.Forms.CheckBox.Checked,,,,,if (checkBoxPastalie.Checked)              {                  noPastalie = true;              }              else              {                  noPastalie = false;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,365,20,T:System.Windows.Forms.DataGridView,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,365,20,T:System.Windows.Forms.DataGridViewRowCollection,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,365,20,P:System.Windows.Forms.DataGridView.Rows,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,365,20,M:System.Windows.Forms.DataGridViewRowCollection.Add(System.Object[]),,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,360,12,T:System.Windows.Forms.DataGridView,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,360,12,T:System.Windows.Forms.DataGridViewRowCollection,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,360,12,P:System.Windows.Forms.DataGridView.Rows,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,360,12,M:System.Windows.Forms.DataGridViewRowCollection.Clear,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,359,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = emotionsoundDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,359,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = emotionsoundDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,348,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = emotionverbDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,348,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = emotionverbDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,337,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = interjectionDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,337,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = interjectionDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,326,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = particleDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,326,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = particleDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,315,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = constructDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,315,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = constructDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,304,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = pronounDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,304,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = pronounDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,293,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = adverbDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,293,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = adverbDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,282,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = conjunctionDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,282,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = conjunctionDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,271,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = prepositionDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,271,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = prepositionDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,260,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = adjectiveDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,260,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = adjectiveDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,249,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = verbDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,249,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = verbDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,238,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = nounDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,238,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = nounDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,227,20,T:System.Windows.Forms.DataGridView,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,227,20,T:System.Windows.Forms.DataGridViewRowCollection,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,227,20,P:System.Windows.Forms.DataGridView.Rows,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,227,20,M:System.Windows.Forms.DataGridViewRowCollection.Add(System.Object[]),,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,219,12,T:System.Windows.Forms.DataGridView,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,219,12,T:System.Windows.Forms.DataGridViewRowCollection,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,219,12,P:System.Windows.Forms.DataGridView.Rows,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,219,12,M:System.Windows.Forms.DataGridViewRowCollection.Clear,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,218,12,T:System.Windows.Forms.Label,,,,,labelDef.Text = defaultDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,218,12,P:System.Windows.Forms.Label.Text,,,,,labelDef.Text = defaultDef;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,205,24,T:System.Windows.Forms.DataGridView,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,205,24,T:System.Windows.Forms.DataGridViewRowCollection,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,205,24,P:System.Windows.Forms.DataGridView.Rows,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,205,24,M:System.Windows.Forms.DataGridViewRowCollection.Add(System.Object[]),,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,194,12,T:System.Windows.Forms.DataGridView,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,194,12,T:System.Windows.Forms.DataGridViewRowCollection,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,194,12,P:System.Windows.Forms.DataGridView.Rows,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,194,12,M:System.Windows.Forms.DataGridViewRowCollection.Clear,,,,,dataGridViewFiltered.Rows.Clear();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,185,12,T:System.Windows.Forms.Label,,,,,labelStats.Text = lexiconStats.ToString();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,185,12,P:System.Windows.Forms.Label.Text,,,,,labelStats.Text = lexiconStats.ToString();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,169,12,T:System.Windows.Forms.Label,,,,,"labelStats.Text = $""Directory Statistics:\n-------------------------------------------------------------------\nTotal Records: {countTotal}\nCentral Standard Note Records: {countCentral}\nNew Testament of Pastalie Records: {countPastalie}\nMetafalss Note Records: {countMetafalss}\nCluster Note Records: {countCluster}\nCult Ciel Note Records: {countCult}\nAlpha Note (EOLIA) Records: {countAlpha}\nUnofficial Note Records: {countUnofficial}\nAsciydria Note Records: {countAsciydria}\nOther Records: {countOther}"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,169,12,P:System.Windows.Forms.Label.Text,,,,,"labelStats.Text = $""Directory Statistics:\n-------------------------------------------------------------------\nTotal Records: {countTotal}\nCentral Standard Note Records: {countCentral}\nNew Testament of Pastalie Records: {countPastalie}\nMetafalss Note Records: {countMetafalss}\nCluster Note Records: {countCluster}\nCult Ciel Note Records: {countCult}\nAlpha Note (EOLIA) Records: {countAlpha}\nUnofficial Note Records: {countUnofficial}\nAsciydria Note Records: {countAsciydria}\nOther Records: {countOther}"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,119,16,T:System.Windows.Forms.MessageBoxIcon,,,,,"MessageBox.Show(""Unable to parse .txt file. Ensure that hymmnos_directory.txt shares a directory with this application.\n\n"" + e, ""Error"", MessageBoxButtons.OK, MessageBoxIcon.Warning);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,119,16,T:System.Windows.Forms.MessageBoxIcon,,,,,"MessageBox.Show(""Unable to parse .txt file. Ensure that hymmnos_directory.txt shares a directory with this application.\n\n"" + e, ""Error"", MessageBoxButtons.OK, MessageBoxIcon.Warning);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,119,16,F:System.Windows.Forms.MessageBoxIcon.Warning,,,,,"MessageBox.Show(""Unable to parse .txt file. Ensure that hymmnos_directory.txt shares a directory with this application.\n\n"" + e, ""Error"", MessageBoxButtons.OK, MessageBoxIcon.Warning);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,119,16,T:System.Windows.Forms.MessageBoxButtons,,,,,"MessageBox.Show(""Unable to parse .txt file. Ensure that hymmnos_directory.txt shares a directory with this application.\n\n"" + e, ""Error"", MessageBoxButtons.OK, MessageBoxIcon.Warning);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,119,16,T:System.Windows.Forms.MessageBoxButtons,,,,,"MessageBox.Show(""Unable to parse .txt file. Ensure that hymmnos_directory.txt shares a directory with this application.\n\n"" + e, ""Error"", MessageBoxButtons.OK, MessageBoxIcon.Warning);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,119,16,F:System.Windows.Forms.MessageBoxButtons.OK,,,,,"MessageBox.Show(""Unable to parse .txt file. Ensure that hymmnos_directory.txt shares a directory with this application.\n\n"" + e, ""Error"", MessageBoxButtons.OK, MessageBoxIcon.Warning);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,119,16,T:System.Windows.Forms.MessageBox,,,,,"MessageBox.Show(""Unable to parse .txt file. Ensure that hymmnos_directory.txt shares a directory with this application.\n\n"" + e, ""Error"", MessageBoxButtons.OK, MessageBoxIcon.Warning);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,119,16,T:System.Windows.Forms.DialogResult,,,,,"MessageBox.Show(""Unable to parse .txt file. Ensure that hymmnos_directory.txt shares a directory with this application.\n\n"" + e, ""Error"", MessageBoxButtons.OK, MessageBoxIcon.Warning);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,119,16,"M:System.Windows.Forms.MessageBox.Show(System.String,System.String,System.Windows.Forms.MessageBoxButtons,System.Windows.Forms.MessageBoxIcon)",,,,,"MessageBox.Show(""Unable to parse .txt file. Ensure that hymmnos_directory.txt shares a directory with this application.\n\n"" + e, ""Error"", MessageBoxButtons.OK, MessageBoxIcon.Warning);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,113,20,T:System.Windows.Forms.DataGridView,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,113,20,T:System.Windows.Forms.DataGridViewRowCollection,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,HymmnosReader\HymmnosReader.csproj,File,HymmnosReader\Form1.cs,113,20,P:System.Windows.Forms.DataGridView.Rows,,,,,"dataGridViewFiltered.Rows.Add(word.Hymmnos, word.Meaning, word.ClassVar, word.Kana, word.Dialect);"
